Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	80	3.527336861	5.22E-07	ALS2, S100A4, NRP2, NOG, GJA1, GLI2, RAB3IP, TGFB1, TGFB2, NRCAM, DAB2, ANK1, SLC1A3, ANK3, UNC5A, CXCR4, FOXF1, ROBO3, TOP2B, EGFR, EFNB1, RXRA, EOMES, LEF1, VAX1, PROX1, SLIT2, SMO, BBS2, ADM, VCAN, LAMC1, SLITRK6, DST, UBA52, LIMS1, SHROOM2, SHROOM3, SSH1, ONECUT2, CLU, EPHB3, IL7R, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, EZR, PVRL1, MACF1, TNR, BCL11B, BAI1, SNAP25, DCLK1, FN1, COL18A1, KLF7, PCNT, ITGA1, NTNG2, RPL24, ISL1, WWTR1, NTN1, GAS7, EPHA4, NOTCH1, LAMA5, ULK2, CYFIP1, MAPK8IP3, TGFBR3, MAP7, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	356	13528	1.750143926	0.002294386	4.79E-05	9.80E-04
GOTERM_BP_FAT	GO:0045785~positive regulation of cell adhesion	24	1.058201058	5.37E-07	VAV3, CCDC80, SMAD3, ITGA2, CDK6, NID1, CX3CL1, EDIL3, TPM1, SRC, CITED2, TGFB2, CD47, CDH13, KIFAP3, SMOC1, TGM2, CD24, COL8A1, THBS1, NRG1, FGF1, CYR61, ADAM9	1737	60	13528	3.115256189	0.002361893	4.83E-05	0.001008988
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	153	6.746031746	5.64E-07	MEF2C, DLC1, XRCC2, CADM1, WFS1, ARNT2, EIF5A, TLR4, ITSN1, GDNF, TGFB1, CITED2, TGFB2, CTNNBL1, IL31RA, MAP3K5, TIAM1, NGFRAP1, RPL11, FAS, NQO1, NET1, ADAM9, EGFR, CRTAM, PRAME, PTPRF, SOCS3, RXRA, GRIN2A, HRK, PIM1, RAD9A, MSX1, KRT18, SSTR3, RASGRF2, LYST, VEGFA, RYR2, TNFAIP3, UBA52, GCLC, CLU, STK17B, NFKBIA, SOX4, BCL2L1, RRM2B, MST4, SRC, SLC11A2, VDR, AHRR, TUBB, NPM1, FAIM, ANGPTL4, B4GALT1, COL18A1, OBSCN, CFLAR, HERPUD1, CARD8, VAV3, HTT, SMAD6, ITGA1, TRIO, SMAD3, FURIN, TXNDC12, PLA2G4A, CDKN1A, DLX1, NOTCH1, HDAC3, UACA, SFRP1, ETS1, ABL1, BMP7, CACNA1A, IER3, BNIP3, PRDX2, PAWR, GLI3, MCF2L, PAK7, CASP6, CASP4, DLG5, CAT, NRG1, MKL1, ALX4, KCNMA1, ARHGEF3, ARHGEF18, ADNP, PRKCE, GAL, DAPK1, TNFRSF10A, SMO, AMIGO2, XPA, TNFRSF10B, BTG2, TNFRSF10D, IGF2R, HIPK2, PSEN2, SCIN, ERN1, SORT1, FOXC1, FAIM2, CAMK1D, PRKDC, COL2A1, KIT, FEM1B, TCF7L2, GCH1, MSX2, IGF1R, SQSTM1, BCL11B, MAP3K1, TGM2, TNFRSF19, CD24, THBS1, RASA1, PHLDA1, TERF1, NGEF, NACC1, FOXL2, CEBPB, ANXA1, IGF2, BIRC5, STAT1, ANXA4, CDH13, BAX, ENDOG, BNIP3L, PERP, APBB2	1737	812	13528	1.467469818	0.002477103	4.96E-05	0.001058266
GOTERM_BP_FAT	GO:0051216~cartilage development	27	1.19047619	7.31E-07	NOG, FGF9, HOXA11, EDN1, CYTL1, PRRX1, COL2A1, PRRX2, ZEB1, HOXA3, HOXA5, CTGF, PKD1, RUNX2, PITX1, BMP4, EVC, MMP13, HOXB3, MEF2D, DLX2, MSX1, COL1A1, BMPR1B, BMP7, BMP5, BMP8B	1737	74	13528	2.841618821	0.003212545	6.31E-05	0.001372965
GOTERM_BP_FAT	GO:0048870~cell motility	71	3.130511464	8.09E-07	NRP2, CTHRC1, PDGFB, ZEB2, GDNF, TGFB1, TGFB2, NRCAM, CTTNBP2, CTGF, CXCR4, SEMA3C, MSN, TOP2B, ICAM1, PTPRK, RET, PLXNB1, EFNB1, VAX1, SLIT2, SMO, VEGFC, LYST, CATSPER1, SIX1, SDCBP, FOXC1, VCAN, LAMC1, CAV2, ZFAND5, SHROOM2, TNFRSF12A, ABI2, PRKDC, CDH2, KIT, CX3CL1, DNAH7, SRC, PTK2B, CD24, THBS1, PPAP2B, DCLK1, FN1, PLAT, B4GALT1, VAV3, LMX1B, IL8, PODXL, ITGA1, ITGA4, ISL1, NTN1, COL5A1, CDH13, PARP9, LAMA5, ITGA5, ETS1, CXCL16, BAX, TGFBR3, HBEGF, LRP8, APBB2, PLAU, MYH10	1737	307	13528	1.801166038	0.003553852	6.85E-05	0.00151909
GOTERM_BP_FAT	GO:0051674~localization of cell	71	3.130511464	8.09E-07	NRP2, CTHRC1, PDGFB, ZEB2, GDNF, TGFB1, TGFB2, NRCAM, CTTNBP2, CTGF, CXCR4, SEMA3C, MSN, TOP2B, ICAM1, PTPRK, RET, PLXNB1, EFNB1, VAX1, SLIT2, SMO, VEGFC, LYST, CATSPER1, SIX1, SDCBP, FOXC1, VCAN, LAMC1, CAV2, ZFAND5, SHROOM2, TNFRSF12A, ABI2, PRKDC, CDH2, KIT, CX3CL1, DNAH7, SRC, PTK2B, CD24, THBS1, PPAP2B, DCLK1, FN1, PLAT, B4GALT1, VAV3, LMX1B, IL8, PODXL, ITGA1, ITGA4, ISL1, NTN1, COL5A1, CDH13, PARP9, LAMA5, ITGA5, ETS1, CXCL16, BAX, TGFBR3, HBEGF, LRP8, APBB2, PLAU, MYH10	1737	307	13528	1.801166038	0.003553852	6.85E-05	0.00151909
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	46	2.028218695	9.75E-07	DLC1, PDGFB, ENPP2, IL6ST, PDGFA, ONECUT2, EDN1, JAG1, KIT, GREM1, TPM1, TGFB1, CITED2, TGFB2, TRIB1, IGF1R, ACE, SERPINE2, CXCR4, PTK2B, MAP3K1, ROBO4, THBS1, ADAM9, COL18A1, EGFR, ICAM1, PTPRK, NF2, SMAD3, ITGA2, IGF2, NEXN, FURIN, NTN1, VASH1, HDAC5, VEGFC, CDH13, LAMA5, CXCL16, VEGFA, TGFBR3, HBEGF, TRIP6, HDAC7	1737	169	13528	2.119848886	0.00428058	8.09E-05	0.001830394
GOTERM_BP_FAT	GO:0007423~sensory organ development	57	2.513227513	1.01E-06	NOG, HMX2, PDGFA, FGF9, EDN1, PRRX1, RORB, JAG1, PRRX2, ZEB1, GLI3, TGFB1, TGFB2, CASP6, CHRNA9, MCOLN3, EGFR, KCNMA1, DLL1, VAX1, PROX1, VEGFA, SIX1, TGIF1, FOXC1, CUX1, HMX3, SHROOM2, IRX5, TSHZ1, SOX2, ABI2, COL2A1, NHS, WT1, EPHB2, HOXA1, MEIS2, ECE1, PVRL1, BCL11B, MAP3K1, PVRL3, COL8A1, BMP4, FOXL2, LMX1B, RPL24, COL5A2, COL5A1, FZD6, FOXP2, GNGT1, BAX, BMPR1B, BMP7, MYH10	1737	229	13528	1.938532781	0.004427674	8.22E-05	0.00189343
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	92	4.05643739	1.15E-06	DLC1, CADM1, BNIP3, EIF5A, TLR4, PAWR, ITSN1, MCF2L, TGFB1, CTNNBL1, TGFB2, CASP6, MAP3K5, CASP4, TIAM1, NGFRAP1, RPL11, FAS, NQO1, NET1, KCNMA1, ARHGEF3, CRTAM, PTPRF, RXRA, ARHGEF18, HRK, GRIN2A, RAD9A, PRKCE, GAL, DAPK1, TNFRSF10A, XPA, SSTR3, TNFRSF10B, RASGRF2, LYST, HIPK2, PSEN2, SCIN, ERN1, RYR2, SORT1, UBA52, STK17B, SOX4, PRKDC, RRM2B, BCL2L1, FEM1B, SRC, GCH1, MSX2, VDR, AHRR, TUBB, SQSTM1, MAP3K1, TGM2, TNFRSF19, CD24, TERF1, PHLDA1, BMP4, COL18A1, B4GALT1, NGEF, CFLAR, OBSCN, FOXL2, NACC1, CEBPB, VAV3, HTT, ITGA1, SMAD3, TRIO, STAT1, TXNDC12, PLA2G4A, CDKN1A, NOTCH1, UACA, ETS1, ENDOG, BAX, BNIP3L, APBB2, BMP7, PERP, ABL1	1737	435	13528	1.64714695	0.005040163	9.19E-05	0.002156012
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	91	4.012345679	1.29E-06	DLC1, CADM1, BNIP3, EIF5A, TLR4, PAWR, ITSN1, MCF2L, TGFB1, TGFB2, CTNNBL1, CASP6, MAP3K5, CASP4, TIAM1, NGFRAP1, RPL11, FAS, NQO1, NET1, KCNMA1, ARHGEF3, CRTAM, PTPRF, RXRA, ARHGEF18, HRK, GRIN2A, RAD9A, PRKCE, GAL, DAPK1, TNFRSF10A, XPA, SSTR3, TNFRSF10B, RASGRF2, LYST, HIPK2, PSEN2, SCIN, ERN1, RYR2, SORT1, UBA52, STK17B, SOX4, PRKDC, RRM2B, BCL2L1, FEM1B, SRC, GCH1, MSX2, VDR, AHRR, TUBB, SQSTM1, MAP3K1, TGM2, TNFRSF19, CD24, TERF1, PHLDA1, COL18A1, B4GALT1, NGEF, CFLAR, OBSCN, FOXL2, NACC1, CEBPB, VAV3, HTT, ITGA1, SMAD3, TRIO, STAT1, TXNDC12, PLA2G4A, CDKN1A, NOTCH1, UACA, ETS1, ENDOG, BAX, BNIP3L, APBB2, BMP7, PERP, ABL1	1737	430	13528	1.648187867	0.005638865	1.01E-04	0.002412839
GOTERM_BP_FAT	GO:0006357~regulation of transcription from RNA polymerase II promoter	138	6.084656085	1.44E-06	MEF2C, THRB, ARNT2, FST, CASK, RORA, ANKRD1, GDNF, TCEAL1, TGFB1, CITED2, IL11, HOXC6, GATA2, HOXC8, GATA6, IKBKAP, RXRA, RBL1, ARNTL, VAX1, MECOM, PROX1, PPARGC1B, AHR, MSX1, EP300, SIX1, VEGFA, TGIF1, TFAP2C, LITAF, SOX2, ONECUT2, CYTL1, NFKBIA, ABCA2, WT1, MED12L, LIF, VDR, HOXA1, PFN1, MEIS2, DRAP1, TEAD4, HOXA7, SKIL, MAML3, BCOR, RUNX2, BMP4, KLF6, KLF7, EPAS1, KLF12, KLF9, KLF13, RYBP, LMCD1, SMAD3, SMAD1, FOXP1, FOXP2, HDAC5, HDAC4, HOXB4, DLX2, DLX1, NOTCH1, ATF4, HDAC3, ETS1, HOPX, HOXB9, MAFA, ABL1, BMP7, NCOR2, FOSL2, SOX21, ELF4, PPARG, ZEB1, PAWR, GLI2, FOS, HEY1, HEY2, SOX15, SOX18, MKL2, ALX4, ATF7IP, AR, ZNF354A, LEF1, TLE1, FOSB, MBD2, UBN1, MXD4, NRIP1, CTNNBIP1, IFNAR2, BRWD1, NCOA1, NCOA2, BPTF, HIPK2, FOXC1, CUX1, NSD1, CLOCK, GLIS3, MTDH, ABLIM3, PRKDC, TCF7L2, NPAS2, SQSTM1, BCL11B, MAP3K1, NFATC2, NFATC3, FOXL2, CEBPB, LMX1B, TBX2, JARID2, WWTR1, CENPK, ISL1, ATXN1, MEOX1, IRF8, ZNF462, NFIB	1737	727	13528	1.478354037	0.006309318	1.11E-04	0.002700628
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	91	4.012345679	1.74E-06	DLC1, CADM1, BNIP3, EIF5A, TLR4, PAWR, ITSN1, MCF2L, TGFB1, TGFB2, CTNNBL1, CASP6, MAP3K5, CASP4, TIAM1, NGFRAP1, RPL11, FAS, NQO1, NET1, KCNMA1, ARHGEF3, CRTAM, PTPRF, RXRA, ARHGEF18, HRK, GRIN2A, RAD9A, PRKCE, GAL, DAPK1, TNFRSF10A, XPA, SSTR3, TNFRSF10B, RASGRF2, LYST, HIPK2, PSEN2, SCIN, ERN1, RYR2, SORT1, UBA52, STK17B, SOX4, PRKDC, RRM2B, BCL2L1, FEM1B, SRC, GCH1, MSX2, VDR, AHRR, TUBB, SQSTM1, MAP3K1, TGM2, TNFRSF19, CD24, TERF1, PHLDA1, COL18A1, B4GALT1, NGEF, CFLAR, OBSCN, FOXL2, NACC1, CEBPB, VAV3, HTT, ITGA1, SMAD3, TRIO, STAT1, TXNDC12, PLA2G4A, CDKN1A, NOTCH1, UACA, ETS1, ENDOG, BAX, BNIP3L, APBB2, BMP7, PERP, ABL1	1737	433	13528	1.636768552	0.007628151	1.32E-04	0.003267296
GOTERM_BP_FAT	GO:0000904~cell morphogenesis involved in differentiation	59	2.601410935	1.74E-06	ALS2, NRP2, S100A4, NOG, GLI2, TGFB1, TGFB2, NRCAM, DAB2, SLC1A3, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, RXRA, EFNB1, EOMES, LEF1, VAX1, PROX1, SLIT2, VCAN, LAMC1, SLITRK6, DST, UBA52, EPHB3, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, TNR, BCL11B, BAI1, SNAP25, DCLK1, FN1, COL18A1, KLF7, NTNG2, RPL24, ISL1, NTN1, EPHA4, NOTCH1, LAMA5, ULK2, MAPK8IP3, TGFBR3, CYFIP1, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	244	13528	1.883197901	0.007630445	1.30E-04	0.003268283
GOTERM_BP_FAT	GO:0001822~kidney development	31	1.366843034	1.84E-06	NOG, WFS1, PGF, HOXA11, TIPARP, RRM2B, GREM1, GLI2, GDNF, GLI3, WT1, ACE, SPRY1, LHX1, BMP4, RET, MYO1E, LEF1, NID1, SMAD1, WWTR1, PROX1, SLIT2, HOXC11, LAMA5, BAX, SALL1, SIX1, PYGO1, FOXC1, BMP7	1737	96	13528	2.514920361	0.008067584	1.35E-04	0.003456276
GOTERM_BP_FAT	GO:0022604~regulation of cell morphogenesis	38	1.675485009	1.94E-06	RHOJ, DLC1, ALDOA, LZTS1, SHROOM3, TNFRSF12A, PALMD, CDH2, CDH4, TGFB1, TTC3, EPHB2, TGFB2, NRCAM, ACTR3, CDC42EP1, EZR, TIAM1, CDC42EP4, FGD5, CDC42EP3, RASA1, FN1, ARHGEF1, PTPRF, PLXNB1, SMAD3, SMAD1, GAS7, NTN1, SLIT2, RUFY3, VEGFA, TGFBR3, CYFIP1, TGFB1I1, CACNA1A, MYH10	1737	131	13528	2.259155251	0.00849523	1.40E-04	0.003640266
GOTERM_BP_FAT	GO:0043062~extracellular structure organization	44	1.940035273	2.20E-06	ALS2, CADM1, ADAMTS14, TNC, COL2A1, NFKB2, CDH2, APLP2, TGFB2, NRCAM, TNFRSF11B, ANK3, CRISPLD2, P4HA1, FOXF1, TNR, PCDHB16, SMOC1, TGFBI, COL6A2, COL12A1, LOX, VWA1, CYR61, B4GALT1, COL18A1, COL4A2, LMX1B, NLGN1, CCDC80, CST3, NLGN2, NID1, COL5A2, COL5A1, CSGALNACT1, COL19A1, FBLN5, FOXC1, LAMC1, COL1A1, APBB2, ADAMTS2, CACNA1A	1737	163	13528	2.102320127	0.009641976	1.56E-04	0.004134032
GOTERM_BP_FAT	GO:0048705~skeletal system morphogenesis	34	1.499118166	2.49E-06	ZFAND5, NOG, NDST1, HOXA11, TIPARP, PRRX1, COL2A1, ZEB1, PRRX2, GLI3, MMP2, TGFB1, HOXC8, HOXA3, HOXA5, CTGF, HOXA7, PKD1, ALX4, RUNX2, COL13A1, HOXB3, DLX2, HOXB4, MEF2D, HOXB2, HOXB7, HOXB8, HOXB5, HOXB6, SIX1, COL1A1, WNT9A, BMPR1B	1737	112	13528	2.364256929	0.010883513	1.74E-04	0.004669256
GOTERM_BP_FAT	GO:0040012~regulation of locomotion	49	2.160493827	3.04E-06	DLC1, PDGFB, PDGFA, IL6ST, EDN1, JAG1, TGFB1, TGFB2, CITED2, SERPINE2, CXCR4, ROBO4, ADAM9, EGFR, PTPRK, ICAM1, NEXN, VASH1, SLIT2, BBS2, VEGFC, VEGFA, ENPP2, ONECUT2, KIT, GREM1, TPM1, TRIB1, IGF1R, ACE, PTK2B, MAP3K1, THBS1, COL18A1, NF2, IL8, ITGA2, SMAD3, IGF2, FURIN, NTN1, HDAC5, CDH13, LAMA5, CXCL16, HBEGF, TGFBR3, TRIP6, HDAC7	1737	192	13528	1.98759835	0.013291788	2.09E-04	0.005709368
GOTERM_BP_FAT	GO:0051270~regulation of cell motion	49	2.160493827	3.55E-06	DLC1, PDGFB, PDGFA, IL6ST, EDN1, JAG1, TGFB1, TGFB2, CITED2, SERPINE2, CXCR4, ROBO4, ADAM9, EGFR, PTPRK, ICAM1, NEXN, VASH1, BBS2, VEGFC, VEGFA, ENPP2, ONECUT2, KIT, GREM1, TPM1, TRIB1, IGF1R, ACE, PTK2B, MAP3K1, THBS1, COL18A1, B4GALT1, NF2, ITGA2, SMAD3, IGF2, FURIN, NTN1, HDAC5, CDH13, LAMA5, ETS1, CXCL16, HBEGF, TGFBR3, TRIP6, HDAC7	1737	193	13528	1.977299913	0.015511435	2.40E-04	0.006670253
GOTERM_BP_FAT	GO:0007242~intracellular signaling cascade	215	9.479717813	3.93E-06	ADCY1, IL6ST, THOP1, EDN1, AURKA, ITSN1, HMHA1, S1PR3, MAP3K5, STAC, CTGF, WNK4, MAP3K9, RAPGEF5, GNG2, TLK1, GNG4, RAB27B, HTR1D, DDAH1, ADAM9, GTPBP2, IKBKAP, TNIK, RXRA, PIK3CD, COLEC12, RAD9A, WNK2, PCLO, PPARGC1B, RND3, SSTR3, ZWINT, TGFB1I1, RAB10, UNC13A, IRAK1BP1, DCBLD2, RALGPS1, GNAI1, STK17B, NFKBIA, CDC42EP1, CDC42EP4, KLF9, RASEF, ARFIP2, SMAD1, ATR, RGS4, CDC42BPA, RHEB, TGFBR3, PLCXD1, SLC9A1, GRIP1, LATS2, MCF2L, EDNRA, GUCY1A3, FGF1, SIK2, TUBB3, AGAP3, ARHGEF3, AR, ARHGEF1, PI4KA, TNFRSF10A, DOK1, CCND1, DOK3, TNFRSF10B, GNAQ, ADM, PSEN2, KSR1, GADD45B, ARL4C, ARL4A, CAPS, RAB3D, C5, GNG11, KIT, PLCL2, PTK2B, SQSTM1, DGKD, RAB11A, PKD1, THBS1, RASA3, RASA1, IL8, HCLS1, IGF2, DGKI, FZD2, NPR3, STAT1, RPS6KA5, DUSP4, CDH13, RAB31, RPS6KA4, MAPK12, RAB36, RPS6KA2, RAB22A, RAB34, YWHAQ, CHN2, RAB38, APBB2, PHLDB2, DUSP6, BCAR3, IQGAP3, IQGAP2, TLR3, FGF13, ITPKB, TLR4, IL31RA, PRKAR2B, EIF4EBP2, MDFIC, TIAM1, SPRED2, PRKACB, PAG1, NET1, EGFR, RET, INADL, GNB1L, SOCS3, PLXNB1, MAP4K4, RASGRF2, SDCBP, ERC1, FGFR1, CAV1, ARFRP1, SIPA1, MAPKAPK3, SRC, VDR, CORO2A, DOCK1, PLCH2, P2RY1, EGF, ARHGDIB, VAV3, RAB8B, ITGA1, RAB33B, TRAF3IP2, TXNDC12, UACA, PDE7A, MAFA, TRIP6, ABL1, RHOJ, NBN, NDST1, PRKAG2, PRDX2, RHOV, GSN, CXCR4, RASL10A, RHOB, RHOC, DLG5, SHC2, RHOH, ADIPOR2, ARHGAP29, PRKCE, RASL12, NEK11, MCTP1, NRIP1, DAPK1, PRKD1, XPA, IFNAR2, NCOA1, NCOA2, NCOA3, CA8, HIPK2, PDE9A, PRKD3, TRIB1, TMED7, IGF1R, MAP3K1, TGM2, TNFRSF19, DCLK2, SH2B3, SH2B2, DCLK1, RCAN2, SH3BP5, ICK, MAPK8IP3, JAK1	1737	1256	13528	1.333160988	0.01712581	2.62E-04	0.007370473
GOTERM_BP_FAT	GO:0045596~negative regulation of cell differentiation	53	2.33686067	3.97E-06	NOG, NBN, FST, PPARG, TLR3, TLR4, PRDX2, JAG1, REST, ZEB1, GLI2, GLI3, TGFB1, PRAME, ARHGEF1, DLL1, CDK6, VAX1, MIB1, CCND1, PRDM6, TGFB1I1, CAV1, SOX2, NFKBIA, KIT, TCF7L2, TTC3, EPHB2, LIF, ITGAV, HOXA7, MBNL3, CD24, AXIN2, BMP4, SMAD3, WWTR1, ISL1, NTN1, ABCG1, RUFY3, NOTCH3, HDAC5, DLX2, HDAC4, HDAC3, NOTCH1, DLX1, HOPX, TGFBR3, BMP7, HDAC7	1737	216	13528	1.910978912	0.017336785	2.61E-04	0.007462066
GOTERM_BP_FAT	GO:0040007~growth	47	2.072310406	4.14E-06	FGFR1, NBN, PDGFB, GDF6, FHL1, HOXA11, BCL2L1, MREG, IL7R, GLI2, GLI3, TGFB1, TGFB2, HOXA5, DGKD, GSN, NPM1, SERPINE1, SOX15, ENO3, DCLK1, APBA1, BMP4, AR, ST6GAL2, LMX1B, RXRA, SLC3A2, PLAUR, FOXP2, INHBB, NOTCH3, CCNB1, SMO, NOTCH1, PSEN2, TGFBR3, CYFIP1, FOXC1, BMPR1B, BMP7, PLAU, BMP5, BMP8B, CACNA1A, EMP1, SLC9A1	1737	183	13528	2.000232799	0.01806832	2.68E-04	0.007779807
GOTERM_BP_FAT	GO:0048858~cell projection morphogenesis	58	2.557319224	4.35E-06	ALS2, NRP2, GJA1, GLI2, RAB3IP, NRCAM, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, EGFR, RXRA, EFNB1, VAX1, SLIT2, SMO, BBS2, ADM, VCAN, SLITRK6, DST, UBA52, ONECUT2, CLU, EPHB3, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, TNR, BCL11B, BAI1, SNAP25, DCLK1, KLF7, PCNT, ITGA1, NTNG2, RPL24, ISL1, WWTR1, NTN1, GAS7, EPHA4, NOTCH1, LAMA5, ULK2, MAPK8IP3, CYFIP1, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	245	13528	1.843723051	0.018947517	2.77E-04	0.008161997
GOTERM_BP_FAT	GO:0001655~urogenital system development	33	1.455026455	4.74E-06	NOG, WFS1, PGF, HOXA11, TIPARP, RRM2B, GREM1, GLI2, GLI3, GDNF, WT1, ACE, SPRY1, LHX1, BMP4, AR, RET, MYO1E, LEF1, NID1, SMAD1, WWTR1, PROX1, SLIT2, HOXC11, SFRP1, LAMA5, BAX, SALL1, SIX1, PYGO1, FOXC1, BMP7	1737	110	13528	2.336442142	0.020654792	2.98E-04	0.008905131
GOTERM_BP_FAT	GO:0048812~neuron projection morphogenesis	52	2.292768959	5.79E-06	NRP2, ALS2, GJA1, GLI2, NRCAM, ANK3, CXCR4, UNC5A, ROBO3, TOP2B, EGFR, RXRA, EFNB1, VAX1, SLIT2, SMO, ADM, VCAN, SLITRK6, DST, UBA52, CLU, EPHB3, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, BCL11B, TNR, BAI1, SNAP25, DCLK1, KLF7, ITGA1, NTNG2, RPL24, ISL1, NTN1, GAS7, EPHA4, NOTCH1, ULK2, MAPK8IP3, CYFIP1, BMPR1B, BMP7, APBB2, CACNA1A, MYH10	1737	213	13528	1.901330068	0.025145849	3.59E-04	0.010866152
GOTERM_BP_FAT	GO:0048729~tissue morphogenesis	46	2.028218695	6.13E-06	FRAS1, DLC1, SHROOM3, PGF, HOXA11, FST, ZEB2, JAG1, GREM1, GLI2, GLI3, TPM1, TGFB2, ZIC2, PFN1, MACF1, HOXA5, FOXF1, BMP4, RET, NF2, HTT, RXRA, EOMES, SMAD3, LEF1, SMAD1, CELSR1, PROX1, SNAI1, SLIT2, FZD6, MIB1, HOXB4, VEGFC, NOTCH1, HOXB2, FREM2, LAMA5, SIX1, TGIF1, TGFBR3, FOXC1, TGFB1I1, COL1A1, BMP7	1737	180	13528	1.990302565	0.026593594	3.74E-04	0.011500227
GOTERM_BP_FAT	GO:0032989~cellular component morphogenesis	83	3.659611993	6.45E-06	ALS2, S100A4, NRP2, NOG, GJA1, GLI2, RAB3IP, TGFB1, TGFB2, NRCAM, DAB2, ANK1, SLC1A3, ANK3, UNC5A, CXCR4, FOXF1, ROBO3, TOP2B, EGFR, EFNB1, RXRA, EOMES, LEF1, VAX1, PROX1, SLIT2, SMO, BBS2, ADM, VCAN, LAMC1, SLITRK6, DST, UBA52, LIMS1, SHROOM2, SHROOM3, SSH1, ONECUT2, CLU, EPHB3, IL7R, TPM1, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, EZR, PVRL1, MACF1, TNR, BCL11B, BAI1, OBSL1, SNAP25, DCLK1, FN1, COL18A1, KLF7, PCNT, ITGA1, NTNG2, RPL24, ISL1, WWTR1, NTN1, GAS7, EPHA4, NOTCH1, LAMA5, BAX, ULK2, CYFIP1, MAPK8IP3, TGFBR3, MAP7, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	397	13528	1.628251031	0.028000307	3.89E-04	0.012117232
GOTERM_BP_FAT	GO:0051130~positive regulation of cellular component organization	46	2.028218695	7.16E-06	CAV2, CAV1, TNFRSF12A, EDN1, EIF5A, KIT, TPM1, CDH4, TGFB1, TGFB2, ACTR3, CTTNBP2, GATA2, SUMO1, CDC42EP1, SORBS1, ARPC2, TIAM1, MAP3K1, NPM1, RANBP1, CD24, NEDD4L, CDC42EP4, PTX3, EGF, DNMT3B, TERF1, ADAM9, ARHGEF1, PTPRF, NF2, PLXNB1, PSRC1, SMAD3, ITGA2, IGF2, SMAD1, PROX1, NTN1, SLIT2, AHR, MIB1, PLA2G4A, PEBP1, TGFB1I1	1737	181	13528	1.979306418	0.031001353	4.25E-04	0.013436512
GOTERM_BP_FAT	GO:0030030~cell projection organization	78	3.439153439	7.54E-06	ALS2, GPRIN1, NRP2, MTSS1, LIMA1, PDGFB, PDGFA, GJA1, GLI2, GDNF, RAB3IP, NRCAM, EFHD1, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, EGFR, EFNB1, RXRA, VAX1, SLIT2, SMO, BBS2, ADM, SDCBP, VCAN, SLITRK6, DST, UBA52, FGFR1, ONECUT2, CLU, ITGB4, ABI2, FXYD5, EPHB3, TPM1, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, PTK2B, TNR, BCL11B, BAI1, CD24, FGD5, SNAP25, DCLK1, KLF7, VAV3, BAIAP2L1, PCNT, ITGA1, ARFIP2, NTNG2, RPL24, ISL1, WWTR1, NTN1, GAS7, EPHA4, CDH13, NOTCH1, LAMA5, ULK2, MAPK8IP3, CYFIP1, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	368	13528	1.650747165	0.032619633	4.42E-04	0.014149608
GOTERM_BP_FAT	GO:0031175~neuron projection development	59	2.601410935	8.56E-06	ALS2, NRP2, GPRIN1, GJA1, GLI2, GDNF, NRCAM, EFHD1, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, EGFR, RXRA, EFNB1, VAX1, SLIT2, SMO, ADM, VCAN, SLITRK6, DST, UBA52, FGFR1, CLU, ABI2, EPHB3, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, PTK2B, TNR, BCL11B, BAI1, CD24, SNAP25, DCLK1, KLF7, ITGA1, NTNG2, RPL24, ISL1, NTN1, GAS7, EPHA4, NOTCH1, ULK2, MAPK8IP3, CYFIP1, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	256	13528	1.794922999	0.036975945	4.96E-04	0.016075139
